Asset-name_Nom_du_bien,Street-number_Numéro-civique,Address_Adresse,City_Ville,Province-Code_Code-de-province,Province_Territory_Province_Territoire,Postal-code_Code-postal,Asbestos_Amiante
Fisheries Building,,Highway 410,Baie Verte,NL,Newfoundland and Labrador,A0K 1B0,No
E.K. Jerrett Building,45,Conception Bay Highway,Bay Roberts,NL,Newfoundland and Labrador,A0A 1G0,No
Community Council Building,,Tableland Drive,Birchy Head,NL,Newfoundland and Labrador,A0K 1K0,No
Sweetlands Building,232,Confederation Drive,Bonavista,NL,Newfoundland and Labrador,A0C 1B0,No
Doyle Building,,Main Street,Brig Bay,NL,Newfoundland and Labrador,A0K 4A0,No
Building,1,Main Street,Burgeo,NL,Newfoundland and Labrador,A0N 2H0,Work in progress
Building,64,Main,Channel-Port aux Basques,NL,Newfoundland and Labrador,A0M 1C0,Work in progress
Brett Building,2,Hopedale Avenue,Channel-Port aux Basques,NL,Newfoundland and Labrador,A0M 1C0,No
Rodway Building,58,Manitoba Drive,Clarenville,NL,Newfoundland and Labrador,A5A 1K5,No
Vardy Building,,Manitoba Drive,Clarenville,NL,Newfoundland and Labrador,A0E 1J0,No
Goobie Building,8,Myers Place,Clarenville,NL,Newfoundland and Labrador,A0E 1J0,No
Morgan Building,55,Thompson Street,Clarenville,NL,Newfoundland and Labrador,A5A 1Y9,No
Former Bank of Nova Scotia Building,49-53,Conception Bay Highway,Clarke's Beach,NL,Newfoundland and Labrador,A0A 1W0,No
FortisTowers,4,Herald Avenue,Corner Brook,NL,Newfoundland and Labrador,A2H 4B4,Yes
Lundrigan Building,18,Lundrigan Drive,Corner Brook,NL,Newfoundland and Labrador,A2H 7M3,No
Joseph R. Smallwood Building,1,Regent Square,Corner Brook,NL,Newfoundland and Labrador,A2H 7K6,No
Aylward Building,1-3,Union Street,Corner Brook,NL,Newfoundland and Labrador,A2H 5M7,No
Sir Wilfred Grenfell College,5,University Avenue,Corner Brook,NL,Newfoundland and Labrador,A2H 6J3,No
Watson Pond Industrial Park,10B,White Lakes Road,Corner Brook,NL,Newfoundland and Labrador,A2H 6E1,No
Tech Building,Lot #1,White Lakes Road,Corner Brook,NL,Newfoundland and Labrador,A2H 6C1,No
Warren Building,,Trinity South Highway,Dildo,NL,Newfoundland and Labrador,A0B 1P0,No
Paul Building,,Freshwater Road,Ferryland,NL,Newfoundland and Labrador,A0A 2H0,No
Storage Facility for Fisheries and Oceans,,Shoal Bay Road,Fogo,NL,Newfoundland and Labrador,A0G 2B0,No
Fisheries and Oceans Storage Facility,,Shoal Bay Road,Fogo,NL,Newfoundland and Labrador,A0G 2B0,No
Gander International Airport,320,Elizabeth Drive,Gander,NL,Newfoundland and Labrador,A1V 1J6,Yes
McCurdy Building,1,Markham Place,Gander,NL,Newfoundland and Labrador,A1V 0A8,No
Fisheries Building,330-342,Main Street,Glovertown,NL,Newfoundland and Labrador,A0G 2L0,No
Bayley Building,4,Bayley Street,Grand Falls-Windsor,NL,Newfoundland and Labrador,A2A 2T5,No
HRDC Building,23,Broomfield Street,Happy Valley-Goose Bay,NL,Newfoundland and Labrador,A0P 1E0,No
Glenn Plaza,176A,Hamilton River Road,Happy Valley-Goose Bay,NL,Newfoundland and Labrador,A0P 1E0,No
2-4 Hillcrest,2-4,Hillcrest Road,Happy Valley-Goose Bay,NL,Newfoundland and Labrador,A0P 1E0,No
Fisheries Building,202,Kelland Drive,Happy Valley-Goose Bay,NL,Newfoundland and Labrador,A0P 1E0,No
CBC Building,18,Loring Drive,Happy Valley-Goose Bay,NL,Newfoundland and Labrador,A0P 1C0,No
Jackman Building,64-66,Canada Drive,Harbour Breton,NL,Newfoundland and Labrador,A0H 1P0,No
Cyril Building,29,Harvey Street,Harbour Grace,NL,Newfoundland and Labrador,A0M 1C0,No
Labrador City Shopping Centre,500,Vanier Avenue,Labrador City,NL,Newfoundland and Labrador,A2V 2W7,Yes
Manuel Building,,Main Street,Lewisporte,NL,Newfoundland and Labrador,A0G 3A0,No
Sabal Building,7A,Road to the Isles,Lewisporte,NL,Newfoundland and Labrador,A0G 3A0,No
Bi-Rite Building,7,Harris Drive,Marystown,NL,Newfoundland and Labrador,A0E 2M0,No
Jerrett Building,130-140,Ville Marie Drive,Marystown,NL,Newfoundland and Labrador,A0E 2M0,No
Donovans Government of Canada Building,6,Bruce Street,Mount Pearl,NL,Newfoundland and Labrador,A1N 4T3,Yes
Moore Building,121,Glencoe Drive,Mount Pearl,NL,Newfoundland and Labrador,A1N 4S7,No
Glencoe Building,132,Glencoe Drive,Mount Pearl,NL,Newfoundland and Labrador,A1N 4S9,No
Goobie Building,26,Kyle Avenue,Mount Pearl,NL,Newfoundland and Labrador,A1N 4R5,No
South Cross Road Building,,Southern Cross Road,Mount Pearl,NL,Newfoundland and Labrador,A1N 5A2,No
Redwood Building,961,Topsail Road,Mount Pearl,NL,Newfoundland and Labrador,A1N 3K1,No
Fisheries Building,Lot C-1,Lot C-1 Phase S,Nain,NL,Newfoundland and Labrador,A0P 1L0,No
Twilight Building,1217,Kenmount Road,Paradise,NL,Newfoundland and Labrador,A1L 0V8,No
Building,74-76,Route 430-28,Port Saunders,NL,Newfoundland and Labrador,A2H 6C2,Work in progress
Government of Canada Building,31,Dot Drive,Rocky Harbour,NL,Newfoundland and Labrador,A0K 4N0,No
Bugden Building,118,Pond Road,Rocky Harbour,NL,Newfoundland and Labrador,A0K 4N0,No
Brett Building,383,Little Bay Road,Springdale,NL,Newfoundland and Labrador,A0J 1T0,No
Wells Building,130,Main Street,Springdale,NL,Newfoundland and Labrador,A0J 1T0,No
Econs Mall,1-25,Goose Cove Road,St. Anthony,NL,Newfoundland and Labrador,A0K 4S0,No
B and B Enterprises Limited,8,Murray's Road,St. Anthony,NL,Newfoundland and Labrador,A0K 4S0,No
The John Cabot Building,10,Barters Hill,St. John's,NL,Newfoundland and Labrador,A1C 6M1,No
Government of Canada Building - Pleasantville - Building 223,99,Churchill Avenue,St. John's,NL,Newfoundland and Labrador,A1A 1N3,Yes
Sir Humphrey Gilbert Building,165,Duckworth Street,St. John's,NL,Newfoundland and Labrador,A1C 1G4,No
Northwest Atlantic Fisheries Centre,80,East White Hills Road,St. John's,NL,Newfoundland and Labrador,A1A 5J7,Yes
Royal Canadian Mounted Police 'B' Division Building,100,East White Hills Road,St. John's,NL,Newfoundland and Labrador,A1A 5X7,No
Chimo Building,158,East White Hills Road,St. John's,NL,Newfoundland and Labrador,A1A 5J7,No
Taxation Data Centre,290,Empire Avenue,St. John's,NL,Newfoundland and Labrador,A1C 6L9,Yes
Baine Johnston Centre,10,Fort William Place,St. John's,NL,Newfoundland and Labrador,A1C 1K4,No
Building,'2-4,Hallett Crescent,St. John's,NL,Newfoundland and Labrador,A1B 4C5,Work in progress
Hallett Crescent Building,22,Hallett Crescent,St. John's,NL,Newfoundland and Labrador,A1B 4C4,No
Building,100,Hebron Way,St. John's,NL,Newfoundland and Labrador,A1B 0L9,No
South Willow Building,40,Mews Place,St. John's,NL,Newfoundland and Labrador,A1B 4M3,No
Cabot Building Parking,100,New Gower Street,St. John's,NL,Newfoundland and Labrador,A1C 6K3,No
McDonald Building,74,O'Leary Avenue,St. John's,NL,Newfoundland and Labrador,A1B 2C7,Yes
Pippy Place Building,5-7,Pipply Place,St. John's,NL,Newfoundland and Labrador,A1B 3N4,No
"Quarry Warehouse - St. John's, NL",100,Southside Road,St. John's,NL,Newfoundland and Labrador,A1E 1A1,No
Allied Building,397,Stavanger Drive,St. John's,NL,Newfoundland and Labrador,A1A 0A1,No
Smith's Home Plaza,689,Topsail Road,St. John's,NL,Newfoundland and Labrador,A1E 2E3,No
Atlantic Place,215,Water Street,St. John's,NL,Newfoundland and Labrador,A1C 6C9,Yes
Eclipse Building,354,Water Street,St. John's,NL,Newfoundland and Labrador,A1C 1C0,No
Waterford Bridge Rd - Building,240,Waterford Bridge Rd,St. John's,NL,Newfoundland and Labrador,A1C 5P5,No
Plastik Building,159-161,Minnesota Drive,Stephenville,NL,Newfoundland and Labrador,A2N 3A3,No
Fisheries Building,40,Toulinguet Street,Twillingate,NL,Newfoundland and Labrador,A0G 4M0,No
Mahabir Complex,5445,Route 117,Baie-Sainte-Anne,NB,New Brunswick,E9A 1E5,No
Nicholas Denys Building,120,Harbourview Boulevard,Bathurst,NB,New Brunswick,E2A 5B9,Yes
Executive Tower,161,Main Street,Bathurst,NB,New Brunswick,E2A 1A6,No
Place Eve Place,219,Main Street,Bathurst,NB,New Brunswick,E2A 1A9,No
Harbourview Place,275,Main Street,Bathurst,NB,New Brunswick,E2A 1A9,No
Building,995,Murray Avenue,Bathurst,NB,New Brunswick,E2A 0C8,Work in progress
Fisheries Building,704,Principale Street,Beresford,NB,New Brunswick,E8K 2Y1,No
Campbellton City Centre Tower,157,Water Street,Campbellton,NB,New Brunswick,E3N 3L4,No
DFO Service Centre,1715,Route 774,Campobello,NB,New Brunswick,E5E 1M3,No
Caraquet Government of Canada Building,50,St. Pierre Boulevard West,Caraquet,NB,New Brunswick,E1W 1B6,No
Place Bellevue,20,St. Pierre Boulevard,Caraquet,NB,New Brunswick,E1W 1B6,No
150 St. Pierre Boulevard East,150,St. Pierre Boulevard,Caraquet,NB,New Brunswick,E1W 1B1,No
Building,55,Maxime Drive,Dieppe,NB,New Brunswick,E1A 9B5,No
Building,15,Church Street,Edmundston,NB,New Brunswick,E3V 1J3,No
Edmundston Government of Canada Building,22,Emmerson Street,Edmundston,NB,New Brunswick,E3V 1R7,Yes
Florenceville Government of Canada Building,273-275,Main Street,Florenceville,NB,New Brunswick,E7L 3G3,No
Fisheries and Oceans Service Centre,40,Avonlea Court,Fredericton,NB,New Brunswick,E3C 1N8,No
Beaverbrook Court,500,Beaverbrook Court,Fredericton,NB,New Brunswick,E3B 5X4,No
Building,301,Bishop Drive,Fredericton,NB,New Brunswick,E3C 2M6,No
Building,485,Bishop Drive,Fredericton,NB,New Brunswick,E3C 2M6,No
Hilton Building,245,Hilton Road,Fredericton,NB,New Brunswick,E3B 7B5,No
Frederick Square,235,King Street,Fredericton,NB,New Brunswick,E3B 6Z3,No
McFadzen Building,495,Prospect Street,Fredericton,NB,New Brunswick,E3B 9M4,No
Westmorland Place,82,Queen Street,Fredericton,NB,New Brunswick,E3B 1B2,No
Barker House,570,Queen Street,Fredericton,NB,New Brunswick,E3B 6Z6,No
Fredericton Government of Canada Building,633,Queen Street,Fredericton,NB,New Brunswick,E3B 1C3,No
Building,1133,Regent Street,Fredericton,NB,New Brunswick,E3B 3Z2,No
Hugh John Felmming Forestry Centre,1350,Regent Street,Fredericton,NB,New Brunswick,E3C 2G6,No
Royal Canadian Mounted Police 'J' (Hanger Building),1445,Regent Street,Fredericton,NB,New Brunswick,E3C 2P9,No
"Maritime Forestry Complex - Fredericton, NB",,Regent Street,Fredericton,NB,New Brunswick,E3B 6H6,No
Royal Canadian Mounted Police Headquarters 'J' Division,1445,Regent Street,Fredericton,NB,New Brunswick,E3C 2P9,Yes
Building,81,Regent Street,Fredericton,NB,New Brunswick,E3B 3W3,Work in progress
Frederick Square,77,Westmorland Street,Fredericton,NB,New Brunswick,E3B 6Z3,No
York-Aberdeen Centre,364,York Street,Fredericton,NB,New Brunswick,E3B 3P7,No
Grand Falls Government of Canada Building,373-377,Broadway Boulevard,Grand Falls,NB,New Brunswick,E3Z 2K3,Yes
"441 Madawaska Rd, Grand Falls, NB",441,Madawaska Road,Grand Falls,NB,New Brunswick,E3Y 1A3,No
Place Bonne Accord,551,Main Street,Grand Falls,NB,New Brunswick,E3Z 2W4,No
Building,52,Ouellette Street,Grand Falls,NB,New Brunswick,E3Z 1A6,No
Building,979,Route 776,Grand Manan,NB,New Brunswick,E5G 2E5,No
Legresley Complex,,Route 17,Kedgwick,NB,New Brunswick,E0K 1C0,No
Building,139,Douglastown Boulevard,Miramichi,NB,New Brunswick,E1V 0A4,No
Government of Canada Building,171,Duke Street,Miramichi,NB,New Brunswick,E1N 1H9,Yes
Building,2368,King George Highway,Miramichi,NB,New Brunswick,E1V 6V9,No
Miramichi Mall,408,King George Highway,Miramichi,NB,New Brunswick,E1V 1L4,No
Miramichi Pay Center,2,Victoria Avenue,Miramichi,NB,New Brunswick,E1N 0E6,No
Chatham Town Centre,1780,Water Street,Miramichi,NB,New Brunswick,E1N 1B6,No
Office,81,Albert Street,Moncton,NB,New Brunswick,E1C 1B3,No
Building,310,Baig Boulevard,Moncton,NB,New Brunswick,E1E 1C8,Yes
Canada Trust Building,222,Edinburgh Drive,Moncton,NB,New Brunswick,E1E 4C7,Yes
Place Marvens,1,Factory Lane,Moncton,NB,New Brunswick,E1C 9M3,No
Building,12,Millennium Blvd,Moncton,NB,New Brunswick,E1C 0M3,No
Heritage Court,95,Foundry Street,Moncton,NB,New Brunswick,E1C 5H7,No
Building,50,King Street,Moncton,NB,New Brunswick,E1C 2G8,No
Blue Cross Complex,644,Main Street,Moncton,NB,New Brunswick,E1C 1E2,No
Assumption Place Building,770,Main Street,Moncton,NB,New Brunswick,E1C 1E7,Yes
Royal Trust Building,777,Main Street,Moncton,NB,New Brunswick,E1C 1E9,No
Building,859,Main Street,Moncton,NB,New Brunswick,E1C 1G3,No
Heritage Resources Inc. Building,910,Main Street,Moncton,NB,New Brunswick,E1C 1G6,No
Dominion Public Building,1045,Main Street,Moncton,NB,New Brunswick,E1C 1H1,Yes
Jones Lake Place,1600,Main Street,Moncton,NB,New Brunswick,E1E 1G5,Work in progress
Environmental Science Building,UofM,Morton Avenue,Moncton,NB,New Brunswick,E1A 3E9,No
Emmerson Park - Building B,21,Ocean Limited Way,Moncton,NB,New Brunswick,E1C 0J4,No
Gulf Fisheries Centre,343,University Avenue,Moncton,NB,New Brunswick,E1C 5K4,Yes
Building,33,Weldon Street,Moncton,NB,New Brunswick,E1C 0N5,No
Place Neguac,1176,Principale Street,Neguac,NB,New Brunswick,E9G 1S3,No
Plaza 286 Building,286,Restigouche Road,Oromocto,NB,New Brunswick,E2V 2H5,No
Building,80,Millenium Drive,Quispamsis,NB,New Brunswick,E2E 5B4,No
DFO Service Centre,144,Millenium Drive,Quispamsis,NB,New Brunswick,E2E 6E6,No
Fisheries Building,23,McNeil Street,Renous,NB,New Brunswick,E9E 2C5,No
Place Cartier Mall,25,Cartier Boulevard,Richibucto,NB,New Brunswick,E4W 3W7,No
Fisheries Service Centre,9523,Main Street,Richibucto,NB,New Brunswick,E4W 4C2,No
Canadian Wildlife Complex,17,Waterfowl Lane,Sackville,NB,New Brunswick,E4L 4N1,No
Matrix Centre,1,Agar Place,Saint John,NB,New Brunswick,E2L 5G4,No
Building,77,Germain/King,Saint John,NB,New Brunswick,E2L 1G3,No
Building,555,McAllister Drive,Saint John,NB,New Brunswick,E2J 2S8,No
"Saint John Postal Station ""A"" and Annex",126,Prince William Street,Saint John,NB,New Brunswick,E2L 2B9,Yes
Saint John Customs Building,189,Prince William Street,Saint John,NB,New Brunswick,E2L 2B9,Yes
"Pugsley ""A"" - Saint John, NB",3,Water Street,Saint John,NB,New Brunswick,E2L 4L1,No
Government of Canada Building,193,Canada Street,Saint-Quentin,NB,New Brunswick,E8A 1J8,No
Michel C. Leger Building,295,Belliveau Avenue,Shediac,NB,New Brunswick,E4P 1H4,No
Centre-ville Mall,342,Main Street,Shediac,NB,New Brunswick,E4P 2E7,No
Building,522,Main Street,Shediac,NB,New Brunswick,E4P 2G9,No
Building,74,Ohio Road,Shediac,NB,New Brunswick,E4P 2J9,No
Government of Canada Pension Centre,10,Weldon Street,Shediac,NB,New Brunswick,E4P 2X7,No
Shippagan Government of Canada Building,196,Gauthier Boulevard,Shippagan,NB,New Brunswick,E8S 1P2,No
City Hall,226,Hôtel de Ville Avenue,Shippagan,NB,New Brunswick,E8S 3J4,No
MSA Office Complex Building,485,Route 420,South Esk,NB,New Brunswick,E1V 4L9,No
St. George Government of Canada Building (Warehouse),99,Mt Pleasant Road,St George,NB,New Brunswick,E5C 3K5,No
St. George Government of Canada Building (New),99,Mt Pleasant Road,St George,NB,New Brunswick,E5C 3K6,No
St. Stephen Government of Canada Building,93,Milltown Boulevard,St. Stephen,NB,New Brunswick,E3L 1G5,Yes
Mapleton Place,10,Gateway Street,Sussex,NB,New Brunswick,E4E 1T1,No
Lerond Point Shopping Mall,3407,Main Street,Tracadie-Sheila,NB,New Brunswick,E0C 2B0,No
DFO Office,3212,Principale Street,Tracadie-Sheila,NB,New Brunswick,E1X 1A3,No
Carlisle Place,650,Main Street,Woodstock,NB,New Brunswick,E7M 2G9,No
Woodstock Government of Canada Building,680,Main Street,Woodstock,NB,New Brunswick,E7M 5Z9,Yes
Enos Collins Government of Canada Building,38-40,Havelock Street,Amherst,NS,Nova Scotia,B4H 4C3,Yes
Building,26-28,Prince Arthur Street,Amherst,NS,Nova Scotia,B4H 1V6,No
Amherst Plaza,136,Victoria Street,Amherst,NS,Nova Scotia,B4H 1X9,Yes
Building,2920,Highway 104,Antigonish,NS,Nova Scotia,B2G 2K6,No
William Alexander Henry Building,325,Main Street,Antigonish,NS,Nova Scotia,B2G 2C3,Work in progress
Fisheries Centre,3,Highway 3,Barrington Passage,NS,Nova Scotia,B0W 1G0,No
Bedford Tower,1496,Bedford Highway,Bedford,NS,Nova Scotia,B4A 1E5,No
Royal Bank Building,1597,Bedford Highway,Bedford,NS,Nova Scotia,B4A 1E7,No
Bedford Trade Mart,275,Rocky Lake Drive,Bedford,NS,Nova Scotia,B4A 2T3,No
Dawson B. Dauphinee Federal Building,77,Dufferin Street,Bridgewater,NS,Nova Scotia,B4V 3W8,No
Building,1675,King Street,Bridgewater,NS,Nova Scotia,B4V 1C5,No
Bridgewater Industrial Park (Lot 5),280,Logan Road,Bridgewater,NS,Nova Scotia,B4V 3J8,No
Building,15625,Cabot Trail,Chéticamp,NS,Nova Scotia,B0E 1H0,No
Burnside Commercial Centre,10,Akerley Boulevard,Dartmouth,NS,Nova Scotia,B3B 1J4,Yes
Belmont House,33,Alderney Drive,Dartmouth,NS,Nova Scotia,B2Y 2N4,No
Alderney Gate,40,Alderney Drive,Dartmouth,NS,Nova Scotia,B2Y 2N5,No
Queen Square,45,Alderney Drive,Dartmouth,NS,Nova Scotia,B2Y 2N6,No
Building,43,Borden Avenue,Dartmouth,NS,Nova Scotia,B3B 1C7,Yes
Building,45,Borden Avenue,Dartmouth,NS,Nova Scotia,B3B 1C7,Yes
50 Brown Avenue,50,Brown Avenue,Dartmouth,NS,Nova Scotia,B3B 1X8,No
Dartmouth Crossing,126,Cromarty Drive,Dartmouth,NS,Nova Scotia,B3B 0E9,No
Royal Canadian Mounted Police 'H' Division,80,Garland Avenue,Dartmouth,NS,Nova Scotia,B3B 0A7,No
Future Motor Inns Annex,20,Highfield Park Drive,Dartmouth,NS,Nova Scotia,B3A 4S8,No
101 Ilsley Avenue,101,Ilsley Avenue,Dartmouth,NS,Nova Scotia,B3B 1S8,No
26 Mellor Avenue,26,Mellor Avenue,Dartmouth,NS,Nova Scotia,B3B 0K6,No
2 Morris Drive,2,Morris Drive,Dartmouth,NS,Nova Scotia,B3B 1K8,No
Eric Spicer Building,21,Mount Hope Avenue,Dartmouth,NS,Nova Scotia,B2Y 4R4,No
Parks Canada Building,50,Neptune Crescent,Dartmouth,NS,Nova Scotia,B2Y 0B6,No
Marine House,176,Portland Street,Dartmouth,NS,Nova Scotia,B2Y 1J3,Yes
17 Thorne Avenue,17,Thorne Avenue,Dartmouth,NS,Nova Scotia,B3B 2E7,No
150 Thorne Avenue,150,Thorne Avenue,Dartmouth,NS,Nova Scotia,B3B 1Y5,No
1000 Windmill Road,1000,Windmill Road,Dartmouth,NS,Nova Scotia,B3B 1L7,Yes
Metropolitan Place,99,Wyse Road,Dartmouth,NS,Nova Scotia,B3A 1L9,Yes
Building,315,Wilkinson Avenue,Dartmouth,NS,Nova Scotia,B3B 0M6,Work in progress
CFIA Building,176,Highway 303,Digby,NS,Nova Scotia,B0V 1A0,No
Fisheries Building,24,Industrial Drive,Digby,NS,Nova Scotia,B0V 1A0,No
Service Canada Building,98,Sydney Street,Digby,NS,Nova Scotia,B0V 1A0,No
Dominion Coal Yard Loader Building,1,Wallner Lane,Dominion,NS,Nova Scotia,B1G 1B2,No
Dominion Coal Yard Mechanical Control Centre,1,Wallner Lane,Dominion,NS,Nova Scotia,B1G 1B2,No
Dominion Coal Yard Scale House,1,Wallner Lane,Dominion,NS,Nova Scotia,B1G 1B2,Yes
Point Edward (former) Cattle Barn,2737,Point Edward Highway 239,Edwardsville,NS,Nova Scotia,B2A 4P9,No
Point Edward (former) Forestry Building,2737,Point Edward Highway 239,Edwardsville,NS,Nova Scotia,B2A 4P9,No
Senator's Place,633,Main Street,Glace Bay,NS,Nova Scotia,B1A 6J3,No
Chedabucto Centre,9996,Highway 16,Guysborough,NS,Nova Scotia,B0H 1N0,No
Building,1800,Argyle Street,Halifax,NS,Nova Scotia,B3J 2V9,No
Maritime Centre,1505,Barrington Street,Halifax,NS,Nova Scotia,B3J 3K5,Yes
Toronto-Dominion Centre Building,1791,Barrington Street,Halifax,NS,Nova Scotia,B3J 3L1,No
Bedford Tower,1496,Bedford Highway,Halifax,NS,Nova Scotia,B4A 1E5,No
Dominion Public Building,1713,Bedford Row,Halifax,NS,Nova Scotia,B3J 1T3,Yes
1741 Brunswick Street,1741,Brunswick Street,Halifax,NS,Nova Scotia,B3J 2X1,No
1888 Brunswick Street,1888,Brunswick Street,Halifax,NS,Nova Scotia,B3J 3J8,Yes
Chebucto Place (Lease 1),7105,Chebucto Road,Halifax,NS,Nova Scotia,B3L 4W8,No
Scotia Square,5251,Duke Street,Halifax,NS,Nova Scotia,B3J 1P3,No
Major General Donald J. MacDonald Building,2131,Gottingen Street,Halifax,NS,Nova Scotia,B3K 5Z7,No
Hobson lake Drive Building,145,Hobson lake Drive,Halifax,NS,Nova Scotia,B3S 0H9,No
Renaissance South,1310,Hollis Street,Halifax,NS,Nova Scotia,B3J 1T9,No
Founders Square,1701,Hollis Street,Halifax,NS,Nova Scotia,B3J 3M8,No
1801 Hollis and Duke,1801,Hollis Street,Halifax,NS,Nova Scotia,B3J 3N4,Yes
Summit Place - Building,1601,Lower Water Street,Halifax,NS,Nova Scotia,B3J 3P6,Work in progress
Mumford Professional Centre,6960,Mumford Road,Halifax,NS,Nova Scotia,B3L 4P1,No
Royal Canadian Mounted Police Headquarters 'H' Division,3139,Oxford Street,Halifax,NS,Nova Scotia,B3L 4V6,Yes
Bayers Road Plaza,6206,Quinpool Road,Halifax,NS,Nova Scotia,B3L 1A3,No
Cornwallis House,5475,Spring Garden Road,Halifax,NS,Nova Scotia,B3J 3T2,No
Building,236,Susie Lake Crescent,Halifax,NS,Nova Scotia,B3J 1C1,No
Historic Properties,1869,Upper Water Street,Halifax,NS,Nova Scotia,B3J 1S9,No
Law Courts,1815,Upper Water Street,Halifax,NS,Nova Scotia,B3J 1S7,Yes
Young Tower,6080,Young Street,Halifax,NS,Nova Scotia,B3K 5L2,Yes
Building,15932,Central,Inverness,NS,Nova Scotia,B0E 2K3,Work in progress
"Fisheries Building, Lot 'D'",,Old Port Mouton Road,Liverpool,NS,Nova Scotia,B0T 1K0,No
Fisheries Services Building,934,320 Highway,Louisdale,NS,Nova Scotia,B0E 1V0,No
New Glasgow Government of Canada Building,340,East River Road,New Glasgow,NS,Nova Scotia,B2H 3P7,Yes
New Victoria Mine Water Treatment,,Highway 28,New Victoria,NS,Nova Scotia,B1H 5A5,No
Spiegal Building - New Waterford Business Center,3050,Wilson Avenue,New Waterford,NS,Nova Scotia,B1H 5V8,No
Port Hawkesbury Business Center,32,Paint Street,Port Hawkesbury,NS,Nova Scotia,B9A 3J8,No
Port Hawkesbury Town Center,811,Reeves Street,Port Hawkesbury,NS,Nova Scotia,B0E 2V0,No
Neville Street minewater Neutralization Building 1,,Neville Street,Reserve Mines,NS,Nova Scotia,B1E 1G5,No
Neville Street minewater Neutralization Building 2,,Neville Street,Reserve Mines,NS,Nova Scotia,B1E 1G5,No
Neville Street South minewater Pumping Station,,Neville Street,Reserve Mines,NS,Nova Scotia,B1E 1G5,No
Fisheries Building,362,Ohio Road,Shelburne,NS,Nova Scotia,B0T 1W0,No
Loyalist Plaza,218,Water Street,Shelburne,NS,Nova Scotia,B0T 1W0,No
Sherbrooke Fisheries Building,128,Old Hill Road,Sherbrooke,NS,Nova Scotia,B0J 3C0,No
Ingonish Beach Storage,37851,Cabot Trail,Sydney,NS,Nova Scotia,B0C 1L0,No
Wentworth Court Government of Canada Building,70,Crescent Street,Sydney,NS,Nova Scotia,B1S 2Z7,No
Commerce Tower,15,Dorchester Street,Sydney,NS,Nova Scotia,B1P 5Y9,No
Sydney Government of Canada Building,47-49,Dorchester Street,Sydney,NS,Nova Scotia,B1P 5Z2,No
Sydney Arts Building,196,George Street,Sydney,NS,Nova Scotia,B1P 1J3,Yes
Sydney Science Building,210,George Street,Sydney,NS,Nova Scotia,B1P 1J3,Yes
Sydney Manpower Building,308,George Street,Sydney,NS,Nova Scotia,B1P 1J8,Yes
Building,1,Henry Street,Sydney,NS,Nova Scotia,B1N 2G9,No
Sydney Shopping Centre,325,Prince Street,Sydney,NS,Nova Scotia,B1P 5K6,No
"707 Spar Access Road, Sydney, NS",707,Spar Access Road Road,Sydney,NS,Nova Scotia,B1P 0B9,No
CFIA Building,1080,Upper Prince Street,Sydney,NS,Nova Scotia,B1P 5P6,No
Lot 8 - King Street Extension,105,King Street,North Sydney,NS,Nova Scotia,B2A 2R8,No
Victoria Court,14,Court Street,Truro,NS,Nova Scotia,B2N 3H7,No
Building,128,Esplanade Street,Truro,NS,Nova Scotia,B2N 2K3,Work in progress
Agriculture Agri-Food Canada Building,361,Pictou Road,Truro,NS,Nova Scotia,B2N 2T6,No
CFIA Building,373,Pictou Road,Truro,NS,Nova Scotia,B2N 2T6,No
Service Canada Building,181,Willow Street,Truro,NS,Nova Scotia,B2N 4Z9,No
Fisheries Building - Bayview Business Park,194,Parkway Drive,Truro Heights,NS,Nova Scotia,B2N 5A9,No
209 Slocomb,209,Slocomb Crescent,Tusket,NS,Nova Scotia,B0W 3M0,No
Fisheries Building,13627,Route 6,Wallace,NS,Nova Scotia,B0K 1Y0,No
Windsor Mall,80,Water Street,Windsor,NS,Nova Scotia,B0N 2T0,No
Dayton Mall,,Highway 1,Yarmouth,NS,Nova Scotia,B5A 4B4,No
Yarmouth CFIA Building,23,Industry Avenue,Yarmouth,NS,Nova Scotia,B5A 4R7,No
Yarmouth Fisheries Building,215,Main Street,Yarmouth,NS,Nova Scotia,B5A 1C6,Yes
248 Pleasant Street,248,Pleasant Street,Yarmouth,NS,Nova Scotia,B5A 2K5,No
Yarmouth Government of Canada Building,15,Willow Street,Yarmouth,NS,Nova Scotia,B5A 1T8,Yes
DFO Fisheries Centre,7,Lupin Lane,Alberton,PE,Prince Edward Island,C0B 1B0,No
Ellis and Birt Limited Building,7,Cobirt Drive,Charlottetown,PE,Prince Edward Island,C1E 0C9,No
Building,32,Cobirt Drive,Charlottetown,PE,Prince Edward Island,B2W 1Z8,Work in progress
Building,98,Fitzroy Street,Charlottetown,PE,Prince Edward Island,C1A 1R7,No
Daniel J. MacDonald Building,161,Grafton Street,Charlottetown,PE,Prince Edward Island,C1A 1L1,Yes
Jean Canfield,191,Great George Street,Charlottetown,PE,Prince Edward Island,C1A 4L2,No
Fisheries and Oceans - Charlottetown,165,John Yeo Drive,Charlottetown,PE,Prince Edward Island,C1E 2A1,No
BDC Place,119,Kent Street,Charlottetown,PE,Prince Edward Island,C1A 1N3,No
Confederation Court,134 (B),Kent Street,Charlottetown,PE,Prince Edward Island,C1A 8R8,No
Office,3,Lower Malpeque Road,Charlottetown,PE,Prince Edward Island,C1E 1R4,No
